idx,sentence,errors,has_error,corrected_sentence
34444,"['Útskýrt' 'var' 'að' 'engar' 'frekari' 'ákvarðanir' 'yrðu' 'teknar' 'um'
 'viðræðurnar' 'án' 'frumkvæðis' 'þjóðarinnar' 'í' 'þjóðaratkvæðagreiðslu'
 '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object)]",False,"['Útskýrt' 'var' 'að' 'engar' 'frekari' 'ákvarðanir' 'yrðu' 'teknar' 'um'
 'viðræðurnar' 'án' 'frumkvæðis' 'þjóðarinnar' 'í' 'þjóðaratkvæðagreiðslu'
 '.']"
52229,"['Möguleikarnir' 'eru' 'endalaust' 'margir' 'sem' 'gerir' 'valið' 'enn'
 'erfiðara' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object)]",False,"['Möguleikarnir' 'eru' 'endalaust' 'margir' 'sem' 'gerir' 'valið' 'enn'
 'erfiðara' '.']"
35585,"['Það' 'er' 'talið' 'að' 'garðabrúða' 'sé' 'nokkuð' 'örugg' 'sé' 'hún'
 'tekin' 'inn' 'í' 'litlum' 'skömmtum' 'í' 'stuttan' 'tíma' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object)]",False,"['Það' 'er' 'talið' 'að' 'garðabrúða' 'sé' 'nokkuð' 'örugg' 'sé' 'hún'
 'tekin' 'inn' 'í' 'litlum' 'skömmtum' 'í' 'stuttan' 'tíma' '.']"
32729,"['Fyrir' 'opnunarsenuna' 'á' 'hótelinu' 'þurfti' 'Sheen' 'ekkert' 'að'
 'leika' 'mikið' 'þar' 'sem' 'hann' 'átti' 'afmæli' 'og' 'var' 'mjög'
 'drukkinn' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array(['style'], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)]",True,"['Fyrir' 'opnunarsenuna' 'á' 'hótelinu' 'þurfti' 'Sheen' 'ekki' 'að'
 'leika' 'mikið' 'þar' 'sem' 'hann' 'átti' 'afmæli' 'og' 'var' 'mjög'
 'drukkinn' '.']"
20513,"['Kartöflur' 'á' 'norðurlandi' 'gætu' 'komið' 'eitthvað' 'síðar' 'vegna'
 'veðurfars' 'þar' 'á' 'svæðinu' '.']","[array([], dtype=object) array(['style'], dtype=object)
 array(['style'], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)
 array(['style'], dtype=object) array([], dtype=object)
 array([], dtype=object) array(['vocabulary'], dtype=object)
 array([], dtype=object) array(['style'], dtype=object)
 array([], dtype=object)]",True,"['Kartöflur' '' 'gætu' 'komið' 'eitthvað' 'síðar' 'á Norðurlandi' 'vegna'
 'veðurfars' '' 'á' 'því svæði' '.']"
2614,"['Mats' 'Hummels' 'skoraði' 'eina' 'mark' 'leiksins' 'með' 'skalla' 'á'
 '13.' 'mínútu' 'en' 'hann' 'er' 'fyrsti' 'varnarmaður' 'keppninnar' 'sem'
 'nær' 'að' 'skora' 'tvö' 'mörk' 'á' 'mótinu' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)]",False,"['Mats' 'Hummels' 'skoraði' 'eina' 'mark' 'leiksins' 'með' 'skalla' 'á'
 '13.' 'mínútu' 'en' 'hann' 'er' 'fyrsti' 'varnarmaður' 'keppninnar' 'sem'
 'nær' 'að' 'skora' 'tvö' 'mörk' 'á' 'mótinu' '.']"
36256,"['Þingið' 'getu' 'lýst' 'yfir' 'vantrausti' 'á' 'forsetan' 'og'
 'leiðtoginn' 'síðan' 'svipt' 'hann' 'embætti' 'í' 'kjölfarið' '.']","[array([], dtype=object) array(['orthography'], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object)
 array(['orthography', 'orthography'], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)]",True,"['Þingið' 'getur' 'lýst' 'yfir' 'vantrausti' 'á' 'forsetann' 'og'
 'leiðtoginn' 'síðan' 'svipt' 'hann' 'embætti' 'í' 'kjölfarið' '.']"
31454,"['Jórdanía' 'skiptist' 'í' 'tólf' 'héruð' '(' 'landstjóraumdæmi' ')' 'sem'
 'aftur' 'skiptast' 'í' '54' 'umdæmi' '(' 'nawahi' ')' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)]",False,"['Jórdanía' 'skiptist' 'í' 'tólf' 'héruð' '(' 'landstjóraumdæmi' ')' 'sem'
 'aftur' 'skiptast' 'í' '54' 'umdæmi' '(' 'nawahi' ')' '.']"
685,['Þannig' 'að' 'það' 'hefur' 'varla' 'verið' 'stórmál' '.'],"[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)]",False,['Þannig' 'að' 'það' 'hefur' 'varla' 'verið' 'stórmál' '.']
3747,"['Hún' 'fékk' 'nafnið' 'Ingibjörg' 'Rósa' 'Haraldsdóttir' ',' '""' 'sagði'
 'Eva' 'Laufey' 'í' 'samtali' 'við' 'Vísi' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array(['orthography'], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)]",True,"['Hún' 'fékk' 'nafnið' 'Ingibjörg' 'Rósa' 'Haraldsdóttir' ',' '“' 'sagði'
 'Eva' 'Laufey' 'í' 'samtali' 'við' 'Vísi' '.']"
37045,['Árið' '1701' '(' 'MDCCI' 'í' 'rómverskum' 'tölum' ')'],"[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)]",False,['Árið' '1701' '(' 'MDCCI' 'í' 'rómverskum' 'tölum' ')']
20550,['Hann' 'fór' 'úr' 'axlarlið' 'og' 'var' 'borinn' 'af' 'velli' '.'],"[array([], dtype=object) array(['style'], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)]",True,['Hann' 'hafði farið' 'úr' 'axlarlið' 'og' 'var' 'borinn' 'af' 'velli' '.']
727,"['Hann' 'ætlar' 'að' 'opna' 'snemma' 'í' 'fyrramálið' 'og' 'hafa' 'opið'
 'alla' 'helgina' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object)]",False,"['Hann' 'ætlar' 'að' 'opna' 'snemma' 'í' 'fyrramálið' 'og' 'hafa' 'opið'
 'alla' 'helgina' '.']"
42129,"['Einnig' 'tilnefndar' ':' 'Davíð' 'Logi' 'Sigurðsson' ',' 'Morgunblaðinu'
 ',' 'fyrir' 'skrif' 'um' 'alþjóðamál' ',' 'þar' 'á' 'meðal' 'skrif' 'um'
 'Guantanamo-fangabúðirnar' 'á' 'Kúbu' 'og' 'Íslensku' 'friðargæsluna' '.']","[array([], dtype=object) array(['grammar'], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)]",True,"['Einnig' 'tilnefndur' ':' 'Davíð' 'Logi' 'Sigurðsson' ',' 'Morgunblaðinu'
 ',' 'fyrir' 'skrif' 'um' 'alþjóðamál' ',' 'þar' 'á' 'meðal' 'skrif' 'um'
 'Guantanamo-fangabúðirnar' 'á' 'Kúbu' 'og' 'Íslensku' 'friðargæsluna' '.']"
35080,"['Var' 'mikill' 'fengur' 'að' 'því' 'að' 'fá' 'á' 'ný' 'notið' 'þessa'
 'stórbrotna' 'verks' 'í' 'svo' 'vönduðum' 'flutningi' 'sem' 'hér' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)]",False,"['Var' 'mikill' 'fengur' 'að' 'því' 'að' 'fá' 'á' 'ný' 'notið' 'þessa'
 'stórbrotna' 'verks' 'í' 'svo' 'vönduðum' 'flutningi' 'sem' 'hér' '.']"
25848,"['Hlaupið' 'í' 'Múlakvísl' 'hófst' 'skömmu' 'fyrir' 'miðnætti' 'í'
 'gærkvöldi' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object)]",False,"['Hlaupið' 'í' 'Múlakvísl' 'hófst' 'skömmu' 'fyrir' 'miðnætti' 'í'
 'gærkvöldi' '.']"
3845,"['Á' 'vefsíðunni' 'fótbolti.net' 'kemur' 'fram' 'að' 'starfsmenn' 'KSÍ'
 'hafði' 'þurft' 'að' 'hafa' 'hraðar' 'hendur' 'að' 'útvega' 'skó' 'í'
 'gærkvöldi' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)
 array(['grammar', 'grammar'], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array(['grammar'], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)]",True,"['Á' 'vefsíðunni' 'fótbolti.net' 'kemur' 'fram' 'að' 'starfsmenn' 'KSÍ'
 'hefðu' 'þurft' 'að' 'hafa' 'hraðar' 'hendur' 'við' 'að' 'útvega' 'skó'
 'í' 'gærkvöldi' '.']"
18378,"['Óskað' 'var' 'eftir' 'aðstoð' 'sjúkraflutningamanna' 'þegar' 'kona'
 'féll' 'um' 'tvo' 'metra' 'í' 'Varmárdal' ',' 'fyrir' 'ofan' 'Reyki' ','
 'um' 'tíuleytið' 'í' 'morgun' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)]",False,"['Óskað' 'var' 'eftir' 'aðstoð' 'sjúkraflutningamanna' 'þegar' 'kona'
 'féll' 'um' 'tvo' 'metra' 'í' 'Varmárdal' ',' 'fyrir' 'ofan' 'Reyki' ','
 'um' 'tíuleytið' 'í' 'morgun' '.']"
28198,"['Ekkert' 'bannar' 'þeim' 'þó' 'að' 'aka' 'í' 'ytri' 'hring' ',' 'en' 'í'
 'mikilli' 'umferð' 'má' 'búast' 'við' 'að' 'þeir' 'valdi' 'truflun' 'og'
 'óþægindum' 'fyrir' 'aðra' 'ökumenn' 'haldi' 'þeir' 'sig' 'í' 'ytri'
 'akrein' 'fram' 'hjá' 'svo' 'mörgum' 'gatnamótum' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)]",False,"['Ekkert' 'bannar' 'þeim' 'þó' 'að' 'aka' 'í' 'ytri' 'hring' ',' 'en' 'í'
 'mikilli' 'umferð' 'má' 'búast' 'við' 'að' 'þeir' 'valdi' 'truflun' 'og'
 'óþægindum' 'fyrir' 'aðra' 'ökumenn' 'haldi' 'þeir' 'sig' 'í' 'ytri'
 'akrein' 'fram' 'hjá' 'svo' 'mörgum' 'gatnamótum' '.']"
29838,"['Meðlimir' 'hljómsveitarinnar' 'eru' 'flestir' 'mjög' 'gamlir' 'og'
 'voru' 'margir' 'hættir' 'að' 'spila' 'þegar' 'þeim' 'voru' 'kallaði'
 'saman' 'til' 'þessa' 'að' 'gera' 'fyrstu' 'plötuna' 'árið' '1996' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array(['grammar'], dtype=object)
 array([], dtype=object) array(['grammar'], dtype=object)
 array([], dtype=object) array([], dtype=object)
 array(['grammar'], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)]",True,"['Meðlimir' 'hljómsveitarinnar' 'eru' 'flestir' 'mjög' 'gamlir' 'og'
 'voru' 'margir' 'hættir' 'að' 'spila' 'þegar' 'þeir' 'voru' 'kallaðir'
 'saman' 'til' '' 'að' 'gera' 'fyrstu' 'plötuna' 'árið 1996' '.']"
51420,"['Vegna' 'þess' 'hve' 'góð' 'og' 'mikilvæg' 'fjárfesting' 'menntun' 'er'
 'þá' 'er' 'það' 'brýn' 'nauðsyn' 'að' 'við' 'bætum' 'kerfið' 'okkar' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)
 array(['orthography'], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object)]",True,"['Vegna' 'þess' 'hve' 'góð' 'og' 'mikilvæg' 'fjárfesting' 'menntun' 'er'
 ',' 'þá' 'er' 'það' 'brýn' 'nauðsyn' 'að' 'við' 'bætum' 'kerfið' 'okkar'
 '.']"
264,"['Guðjón' 'tók' 'við' 'starfi' 'knattspyrnustjóra' 'hjá' 'Grindavík' 'í'
 'nóvember' '2011' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)]",False,"['Guðjón' 'tók' 'við' 'starfi' 'knattspyrnustjóra' 'hjá' 'Grindavík' 'í'
 'nóvember' '2011' '.']"
56915,"['Morgunblaðið' ',' 'DV' 'og' 'Séð' 'og' 'heyrt' ')' 'og' 'Internetið' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array(['orthography'], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)]",True,"['Morgunblaðið' ',' 'DV' 'og' 'Séð' 'og' 'heyrt' '' 'og' 'Internetið' '.']"
46983,['Þeir' 'finna' 'Ófeig' 'særðan' 'eftir' 'árás' 'þrjótanna' '.'],"[array([], dtype=object) array([], dtype=object)
 array(['style'], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object)]",True,['Þeir' 'finna' 'Ófeig' 'særðan' 'eftir' 'árás' 'þrjótanna' '.']
43861,"['Harðlínu' 'kommúnismi' 'var' 'þó' 'aldrei' 'allsráðandi' ',' 'til'
 'dæmis' 'voru' 'tilraunir' 'til' 'að' 'koma' 'á' 'samyrkjubúum'
 'fljótlega' 'lagðar' 'af' '.']","[array(['orthography'], dtype=object) array(['orthography'], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)]",True,"['Harðlínukommúnismi' 'var' 'þó' 'aldrei' 'allsráðandi' ',' 'til' 'dæmis'
 'voru' 'tilraunir' 'til' 'að' 'koma' 'á' 'samyrkjubúum' 'fljótlega'
 'lagðar' 'af' '.']"
